OBJECTID,PUBLIC_NAME,LABEL,Exclude,PARENT_NAME,NESTED,OFFICIAL_NAME,ALIAS,DPP_ASSET_ID,ADDRESS_911,ZIP_CODE,ADDRESS_BRT,ALIAS_ADDRESS,ACREAGE,PROPERTY_CLASSIFICATION,PPR_USE,PPR_DISTRICT,PPR_OPS_DISTRICT,COUNCIL_DISTRICT,POLICE_DISTRICT,CITY_SCALE_MAPS,LOCAL_SCALE_MAPS,PROGRAM_SITES,COMMENTS,Shape__Area,Shape__Length
233,Lindbergh Park,Lindbergh,No,Lindbergh Park,N,,Carboni Ball Field;63rd & Lindbergh Park,1895,2800 S 63RD ST,19142,2800 S 63RD ST,63rd & Eastwick,3.12068512,NEIGHBORHOOD_PARK,MISC_PARK,9,8,3,12,Y,Y,N,,21496.23438,611.5904343
234,William A Cibotti Recreation Center,Cibotti,No,William A Cibotti Recreation Center,N,William A. Cibotti Recreation Center,,498,2500 S 77TH ST,19153,2500 S 77TH ST,"7700 ELMWOOD AVE, 77th & Elmwood",3.05210439,NEIGHBORHOOD_PARK,RECREATION_SITE,9,8,2,12,Y,Y,Y,,21016.62891,632.7330716
235,Jacob Stinger Park,Stinger,No,Jacob Stinger Park,N,Jacob Stinger Park,Stinger Square,443,1400 S 32ND ST,19146,1400 S 32ND ST,3220 REED ST;33rd & Dickinson,3.09860266,NEIGHBORHOOD_PARK,RECREATION_SITE,9,7,2,17,Y,Y,Y,,21354.17969,589.5609873
236,Northwood Park,Northwood,No,Northwood Park,N,,,121,999 ARROTT ST,19124,999 ARROTT ST,Arrott & Castor,2.99613878,NEIGHBORHOOD_PARK,MISC_PARK,3,3,7,15,Y,Y,N,,20700.57031,590.4239875
237,Lower Mayfair Playground,Lower Mayfair,No,Lower Mayfair Playground,N,Lower Mayfair Playground,Ethan Allen School,1898,3023 ROBBINS ST,19149,3001 ROBBINS ST,3001 ROBBINS ST;6300 HAWTHORNE ST;Battersby & Robbins,2.98770799,NEIGHBORHOOD_PARK,RECREATION_SITE,2,2,6,15,Y,Y,Y,,20646.28125,610.3184289
238,Pleasant Hill Park,Pleasant Hill,No,Pleasant Hill Park,N,,Torresdale Fish Hatchery;Pleasant Hill Beach;Fish Hatchery Boat Ramp/Launch,3086,9201 N DELAWARE AVE,19136,9201 N DELAWARE AVE,Delaware River & Linden;8900 N DELAWARE AVE;9200 DELAWARE AVE;5220 LINDEN AVE,46.00788763,REGIONAL_PARK,RECREATION_SITE,1,1,6,8,Y,Y,Y,Hatchery portion comes from PWD,318054.0313,3824.002415
239,Robert T Heitzman Recreation Center,Heitzman,No,Robert T Heitzman Recreation Center,N,Robert T. Heitzman Recreation Center,Knight Playground,1870,3645 AMBER ST,19134,2136 CASTOR AVE,Castor & Amber;3631 AMBER ST;2136 CASTOR AVE,2.90763767,NEIGHBORHOOD_PARK,RECREATION_SITE,5,2,1,24,Y,Y,Y,,20074.34766,577.6173503
240,Fairhill Square,Fairhill,No,Fairhill Square,N,,,924,2649 N LAWRENCE ST,19133,2649 N LAWRENCE ST,2601-61 N LAWRENCE ST,2.86247356,NEIGHBORHOOD_PARK,SQUARE_PLAZA,6,6,7,26,Y,Y,N,,19758.66406,605.2729714
241,Wister Playground,Wister,No,Wister Playground,N,Wister Playground,,1974,4971 BAYNTON ST,19144,4971 BAYNTON ST,Baynton & Shedaker;4975 BAYNTON ST,2.85423106,NEIGHBORHOOD_PARK,RECREATION_SITE,3,4,8,14,Y,Y,Y,,19725.76563,611.7387812
242,Charles H Chew Jr Playground,Chew,No,Charles H Chew Jr Playground,N,"Charles H. Chew, Jr. Playground",,268,1800 WASHINGTON AVE,19146,1800 WASHINGTON AVE,1900 ELLSWORTH ST,2.79855396,NEIGHBORHOOD_PARK,RECREATION_SITE,9,7,2,17,Y,Y,Y,,19287.55859,588.5980914
243,Donald P Finnegan Recreation Center,D Finnegan,No,Donald P Finnegan Recreation Center,N,Donald P. Finnegan Recreation Center,Oakford,452,1231 S 30TH ST,19146,"1231 S 30TH ST, 2909 WHARTON ST",2909 WHARTON ST;30th & Oakford,2.80202394,NEIGHBORHOOD_PARK,RECREATION_SITE,9,7,2,17,Y,Y,Y,,19311.33203,574.2099617
244,Joseph V Kelly Memorial Playground,Kelly Playground,No,Joseph V Kelly Memorial Playground,N,Joseph V. Kelly Memorial Playground,,758,440 PARKER AVE,19128,440-42 PARKER AVE,440-42 PARKER AVE,2.77318268,NEIGHBORHOOD_PARK,MISC_PARK,4,4,4,5,Y,Y,N,,19170.8125,569.0814019
245,Campbell Square,Campbell,No,Campbell Square,N,Campbell Square,Allegheny Square,1128,2525 E ALLEGHENY AVE,19134,2525 E ALLEGHENY AVE,Allegheny & Belgrade,2.61363752,NEIGHBORHOOD_PARK,SQUARE_PLAZA,5,2,6,24,Y,Y,N,,18038.48438,535.6579276
246,Mill Creek Playground and Recreation Center,Mill Creek,No,Mill Creek Playground and Recreation Center,N,Mill Creek Playground and Recreation Center,,1911,4728 BROWN ST,19139,743-81 N 48TH ST,743-81 N 48TH ST;47th & Aspen;4701 ASPEN ST,2.62731317,NEIGHBORHOOD_PARK,RECREATION_SITE,8,8,3,16,Y,Y,Y,,18122.00781,534.3408699
247,Morton Playground,Morton,No,Morton Playground,N,,,1915,88 E HAINES ST,19144,88 E HAINES ST,245 E RITTENHOUSE ST;217 E RITTENHOUSE ST;209 E RITTENHOUSE ST;Haines & Baynton,2.60301028,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,8,14,Y,Y,Y,,17993.49609,576.5163115
248,Woodside Park,Woodside,No,Woodside Park,N,Woodside Park,Wynnefield Heights; Conshohocken-Windermere,1840,3918 CONSHOHOCKEN AVE,19131,3910-18 CONSHOHOCKEN AVE,"3910-18 CONSHOHOCKEN AVE, 3910 CONSHOHOCKEN AVE",2.61973802,NEIGHBORHOOD_PARK,RECREATION_SITE,7,8,4,19,Y,Y,Y,,18088.92578,615.2868129
249,Miles Mack Playground,Mack,No,Miles Mack Playground,N,Miles Mack Playground,"McAlpine, McAlpin",1910,736 N 36TH ST,19104,732-66 N 36TH ST,"732-66 N 36TH ST, 36th & Aspen",2.53458817,NEIGHBORHOOD_PARK,RECREATION_SITE,7,8,3,16,Y,Y,Y,Rebuild Renovations began 7/2020.,17483.375,535.2414421
250,Cloverly Park,Cloverly,Yes,Cloverly Park,N,Cloverly Park,,772,5425 WISSAHICKON AVE,19144,5425 WISSAHICKON AVE,Wissahickon & School House,2.54429248,NEIGHBORHOOD_PARK,MISC_PARK,4,4,8,39,Y,Y,N,,17580.22266,531.4393277
251,Roberto Clemente Playground,Clemente,No,Roberto Clemente Playground,N,Roberto Clemente Playground,,1831,1800 WALLACE ST,19130,1800 WALLACE ST,18th & Wallace,2.54275828,NEIGHBORHOOD_PARK,RECREATION_SITE,7,6,5,9,Y,Y,Y,,17538.72266,540.7807866
252,Juniata Park Older Adult Center,Juniata Older Adult Center,No,Juniata Park Older Adult Center,N,Juniata Park Older Adult Center,,3466,1231 E SEDGLEY AVE,19124,1231 E SEDGLEY AVE,1251 E SEDGLEY AVE,2.5153734,NEIGHBORHOOD_PARK,RECREATION_SITE,5,3,7,24,Y,Y,Y,,17369.22656,564.3318741
253,Matthias Baldwin Park,Baldwin,No,Matthias Baldwin Park,N,Matthias Baldwin Park,Franklintown Park,2814,429 N 19TH ST,19130,423-33 N 19TH ST,423-33 N 19TH ST,2.15206896,NEIGHBORHOOD_PARK,SQUARE_PLAZA,7,5,5,9,Y,Y,N,,14842.15234,511.8705278
254,Conestoga Community Playground,Conestoga,No,Conestoga Community Playground,N,Conestoga Community Playground,,1982,5300 MEDIA ST,19131,"1452 N 53RD ST, 5200 MEDIA ST","5200-300 MEDIA ST, 5200 MEDIA ST, 1452 N 53RD ST",2.4565132,NEIGHBORHOOD_PARK,RECREATION_SITE,8,8,3,19,Y,Y,Y,"PPR originally leased from School District in 1954 and 1972, PPR and City officially acquired the properties in 2014.",16948.63281,716.0635959
255,Dave Dougherty (Hetzell) Field,Dougherty (Hetzell),No,Dave Dougherty (Hetzell) Field,N,Dave Dougherty (Hetzell) Field,Isaac D. Hetzell Playground,629,1301 E COLUMBIA AVE,19125,1301 E COLUMBIA AVE,Thompson St and Columbia Ave,2.46357172,NEIGHBORHOOD_PARK,MISC_PARK,5,2,5,26,Y,Y,Y,,16995.83984,519.1294434
256,Bernard Samuel Playground,Samuel,No,Bernard Samuel Playground,N,Bernard Samuel Playground,"Recreation District HQ, Fox Square",1948,3539 GAUL ST,19134,2501 E TIOGA ST,2501 E TIOGA ST; Tioga & Gaul,2.43286816,NEIGHBORHOOD_PARK,RECREATION_SITE,5,2,1,24,Y,Y,Y,,16793.02344,510.0115267
257,Frank JG Dorsey Memorial Playground,Dorsey,No,Frank JG Dorsey Memorial Playground,N,Frank J.G. Dorsey Memorial Playground,,1848,4805 HELLERMAN ST,19135,6501 HEGERMAN ST,6501 HEGERMAN ST;Hellerman & Edmund;4801 HELLERMAN ST,2.41679729,NEIGHBORHOOD_PARK,RECREATION_SITE,2,2,6,15,Y,Y,Y,,16697.26563,568.1855137
258,John F Kennedy Plaza (LOVE Park),JFK (Love Park),No,Benjamin Franklin Parkway,Y,John F. Kennedy Plaza (LOVE Park),LOVE Park;JFK Plaza,205,1501 JOHN F KENNEDY BLVD,19102,1501 JOHN F KENNEDY BLVD,15th & JFK,2.4140907,NEIGHBORHOOD_PARK,SQUARE_PLAZA,7,5,5,9,Y,Y,N,,16643.79688,524.7297291
259,12th and Cambria Playground,12th and Cambria,No,12th and Cambria Playground,N,,,1800,2900 N 12TH ST,19133,"1149 W CAMBRIA ST, 1127-33 W CAMBRIA ST, 1135-41 W CAMBRIA ST, 2900-30 N 11TH ST","1149 W CAMBRIA ST, 1127-33 W CAMBRIA ST, 1135-41 W CAMBRIA ST, 2900-30 N 11TH ST, 2915 N 12TH ST",2.33738358,NEIGHBORHOOD_PARK,RECREATION_SITE,6,3,5,25,Y,Y,Y,,16136.88281,542.9959874
260,Starr Garden Playground,Starr Garden,No,Starr Garden Playground,N,Starr Garden Playground,,1957,606 LOMBARD ST,19147,600-44 LOMBARD ST,"600-44 LOMBARD ST, 6th & Lombard",2.16684814,NEIGHBORHOOD_PARK,RECREATION_SITE,10,7,1,3,Y,Y,Y,,14935.83984,507.3823939
261,Womrath Park,Womrath,Yes,Womrath Park,N,,,120,4098 FRANKFORD AVE,19124,4098 FRANKFORD AVE,Kensington & Frankford,2.16768877,NEIGHBORHOOD_PARK,SQUARE_PLAZA,3,3,7,15,Y,Y,N,,14970.46094,591.724807
262,Thomas I Guerin Recreation Center,Guerin,No,Thomas I Guerin Recreation Center,N,Thomas I. Guerin Recreation Center,,1865,2201 S 16TH ST,19145,2201 S 16TH ST,16th & Jackson,2.04682979,NEIGHBORHOOD_PARK,RECREATION_SITE,9,7,2,1,Y,Y,Y,,14100.35156,503.2653983
263,Clarkson Park,Clarkson,No,Clarkson Park,N,,Matthew Clarkson Park,2815,5475 N BROAD ST,19141,"5401-55 N BROAD ST, 5501-11 N BROAD ST","Board & Somerville;5401-55 N BROAD ST, 5501-11 N BROAD ST",2.0713902,NEIGHBORHOOD_PARK,SQUARE_PLAZA,3,3,9,35,Y,Y,N,,14317.01563,797.2033125
264,Michael Foglietta Plaza,Foglietta,Yes,I-95 Park,Y,Michael Foglietta Plaza,,1625,109 SPRUCE ST,19106,N/A,,2.0569766,NEIGHBORHOOD_PARK,GREENWAY_PARKWAY,10,5,1,6,Y,Y,N,There is no parcel here,14179.32813,472.5098569
265,South Philadelphia Older Adult Center,S Phila Older Adults Center,No,South Philadelphia Older Adult Center,N,South Philadelphia Older Adult Center,SPOAC,964,1430 E PASSYUNK AVE,19147,1430 E PASSYUNK AVE,,1.87523231,NEIGHBORHOOD_PARK,OLDER_ADULT_CENTER,9,7,1,3,Y,Y,Y,,12921.54688,643.9568119
266,Pretzel Park,Pretzel,No,Pretzel Park,N,Pretzel Park,Manayunk Park,749,4300 SILVERWOOD ST,19127,4300 SILVERWOOD ST,Silverwood & Rector,2.01667929,NEIGHBORHOOD_PARK,MISC_PARK,4,4,4,5,Y,Y,N,,13934.55859,515.7446231
267,A Giuseppe DiSilvestro Playground,DiSilvestro,No,A Giuseppe DiSilvestro Playground,N,A. Giuseppe DiSilvestro Playground,,228,1700 S BROAD ST,19145,1700 S BROAD ST,"1701 S 15TH ST, Broad & Morris",1.99073614,NEIGHBORHOOD_PARK,RECREATION_SITE,9,7,2,17,Y,Y,Y,Site is managed/maintained by PPR/CHOP/Public Health/Free Library,13716.41797,496.5426838
268,Penrose Memorial Playground,Penrose,No,Penrose Memorial Playground,N,Penrose Memorial Playground,,1977,1101 W SUSQUEHANNA AVE,19133,1101 W SUSQUEHANNA AVE,12th & Susquehanna,1.95739313,NEIGHBORHOOD_PARK,RECREATION_SITE,6,6,5,22,Y,Y,Y,Divided by multiple parcels; Inquiries go to PPR District 10 Administration,13509.21875,489.0293363
269,Charles Seger Park,Seger,No,Charles Seger Park,N,Charles Seger Park,Charles Mitchell Playground,1951,1020 LOMBARD ST,19147,1000-42 LOMBARD ST,1000-42 LOMBARD ST,1.91130492,NEIGHBORHOOD_PARK,RECREATION_SITE,10,7,1,3,Y,Y,Y,,13174.71094,488.3119803
270,Eric N Casiano Field,Casiano,No,Eric N Casiano Field,N,Eric N. Casiano Field,Dauphin & Oriana Fields;4th & York;4th & Dauphin,1302,2301 N 04TH ST,19133,"2301-17 N 4TH ST, 400-10 W DAUPHIN ST, 2256 N 4TH ST, 314-24 W DAUPHIN ST","4th St and York St;2301-17 N 4TH ST, 400-10 W DAUPHIN ST, 2256 N 4TH ST, 314-24 W DAUPHIN ST",1.87151266,NEIGHBORHOOD_PARK,MISC_PARK,6,6,7,26,Y,Y,N,Divided by multiple parcels,12916.37109,463.6475639
271,Venice Island Performing Arts and Recreation Center,Venice Island,No,Venice Island Performing Arts and Recreation Center,N,Venice Island Performing Arts and Recreation Center,,3448,25 LOCK ST,19127,"7 LOCK ST, 25 LOCK ST, 1 RECTOR ST",SCHUYLKILL and COTTON; 7 Lock St; 1 RECTOR ST,1.68192243,NEIGHBORHOOD_PARK,RECREATION_SITE,4,4,4,5,Y,Y,Y,MOU with PWD and DPP shows this area as PPR's responsibility.,11620.73047,672.4539315
272,Hancock Playground,Hancock,No,Hancock Playground,N,Hancock Playground,St John's,1867,1403 N HANCOCK ST,19122,147 MASTER ST,"147 MASTER ST, Jefferson & Hancock;160 JEFFERSON ST",1.78342195,NEIGHBORHOOD_PARK,RECREATION_SITE,10,2,5,26,Y,Y,Y,,12303.78125,469.0196098
273,Howard Sayre Morris Recreation Center,Sayre Morris,No,Howard Sayre Morris Recreation Center,N,Howard Sayre Morris Recreation Center,,1949,5825 SPRUCE ST,19139,5800 WALNUT ST,"5835 SPRUCE, 59th & Spruce;5800 WALNUT ST",1.60589897,NEIGHBORHOOD_PARK,RECREATION_SITE,8,8,3,18,Y,Y,Y,PPR Lease began 1968; PPR is responsible for the playground equipment only. The property and building are the School Districts responsibility.,11073.77734,481.1150053
274,Reverend Edward P Burke Playground,Burke,No,Reverend Edward P Burke Playground,N,Reverend Edward P. Burke Playground,,202,2198 S 2ND ST,19148,200 SNYDER AVE,200 SNYDER AVE;2nd & Jackson; 2144 S 2ND ST,1.22289543,NEIGHBORHOOD_PARK,RECREATION_SITE,10,7,1,3,Y,Y,Y,Library portion of land is not administered by PPR.,8423.921875,372.4459204
275,Kay Park,Kay,Yes,Kay Park,N,Kay Park,Vandergrift Estate,1629,4712 PULASKI AVE,19144,"4712 PULASKI AVE, 4618R PULASKI AVE",4618R PULASKI AVE,1.7902299,NEIGHBORHOOD_PARK,MISC_PARK,3,4,8,39,Y,Y,N,,12368.57031,494.7781049
276,Sherwood Park,Sherwood,No,Sherwood Park,N,,,181,5601 BALTIMORE AVE,19143,5601 BALTIMORE AVE,57th & Baltimore,1.64745499,NEIGHBORHOOD_PARK,MISC_PARK,8,8,3,18,Y,Y,N,,11357.01953,518.3818996
277,Howell Park,Howell,Yes,Howell Park,N,Howell Park,,1172,5215 GREENE ST,19144,5215 GREENE ST,,1.55902014,NEIGHBORHOOD_PARK,MISC_PARK,4,4,8,39,Y,Y,N,,10773.83594,581.2089145
278,Norman (Butch) Ellis Playground,Ellis,No,Norman (Butch) Ellis Playground,N,Norman (Butch) Ellis Playground,39th and Olive Playground,1803,714 N 39TH ST,19104,714 N 39TH ST,"700-14 N 39TH ST, 724 N 39TH ST",1.47979027,NEIGHBORHOOD_PARK,RECREATION_SITE,7,8,3,16,Y,Y,Y,,10206.97656,441.9825689
279,Michael J Towey Playground,Towey,No,Michael J Towey Playground,N,Michael J. Towey Playground,,1964,1866 N HOWARD ST,19122,"1832-50 N HOWARD ST, 144 W BERKS ST",1832-50 N HOWARD ST;1832 N HOWARD ST;144 W BERKS;Masher & Berks;1876 N HOWARD ST,1.45197791,NEIGHBORHOOD_PARK,RECREATION_SITE,10,6,7,26,Y,Y,Y,,10018.79688,397.5416266
280,Fishtown Recreation Center,Fishtown,No,Fishtown Recreation Center,N,Fishtown Recreation Center,Lederer Recreation Center,1856,1222 E MONTGOMERY AVE,19125,1202-32 E MONTGOMERY AVE,1202-32 E MONTGOMERY AVE,1.41982201,NEIGHBORHOOD_PARK,RECREATION_SITE,5,2,5,26,Y,Y,Y,,9794.996094,478.0199398
281,Shot Tower Recreation Center,Shot Tower,No,Shot Tower Recreation Center,N,Shot Tower Recreation Center,,969,129 CARPENTER ST,19147,101-31 CARPENTER ST,101-31 CARPENTER ST;103 CARPENTER ST,1.43815932,NEIGHBORHOOD_PARK,RECREATION_SITE,10,7,1,3,Y,Y,Y,,9910.792969,438.4769335
282,Marian Winfield Hissey Recreation Center,Hissey,No,Marian Winfield Hissey Recreation Center,N,Marian Winfield Hissey Recreation Center,Hissey Playground,569,424 E INDIANA AVE,19134,400-32 E INDIANA AVE,"400-32 E INDIANA AVE, Indiana & C",1.44120913,NEIGHBORHOOD_PARK,RECREATION_SITE,5,3,7,24,Y,Y,Y,,9949.089844,397.4055488
283,Shevchenko Park,Shevchenko,Yes,Shevchenko Park,N,,Taras Shevchenko Park,1170,5301 N BROAD ST,19141,5301 N BROAD ST,,1.32062676,NEIGHBORHOOD_PARK,SQUARE_PLAZA,3,3,9,35,Y,Y,N,,9127.457031,500.9825179
284,Jerome Brown Playground,Brown,No,Jerome Brown Playground,N,Jerome Brown Park Playground,Kenderton Playground,1880,1987 W ONTARIO ST,19140,1927-41 W ONTARIO ST,"1927-41 W ONTARIO ST, 1919-41 W ONTARIO ST, 1959 W ONTARIO ST",1.3830057,NEIGHBORHOOD_PARK,RECREATION_SITE,6,4,8,39,Y,Y,Y,,9550.703125,512.9760933
285,Inn Yard Park,Inn Yard,No,East Fairmount Park,Y,,Robert Evan's House,775,4250 RIDGE AVE,19129,4208-52 RIDGE AVE,4208-52 RIDGE AVE,1.41830039,NEIGHBORHOOD_PARK,MISC_PARK,7,5,4,39,Y,Y,N,,9795.21875,424.1600753
286,Ralph R Rizzo Sr Ice Rink,Rizzo,No,Ralph R Rizzo Sr Ice Rink,N,"Ralph R. Rizzo, Sr. Ice Rink",,1407,1001 S FRONT ST,19147,1201-99 S FRONT ST,1101 S FRONT ST;1201-99 S FRONT ST,1.9758609,NEIGHBORHOOD_PARK,RECREATION_SITE,10,7,1,3,Y,Y,Y,PPR has a lease agreement with PennDOT.,13615.36328,516.900863
287,Lovett Park,Lovett,Yes,Lovett Park,N,,,668,6941 GERMANTOWN AVE,19119,6923-45 GERMANTOWN AVE,6923-45 GERMANTOWN AVE,1.2263215,NEIGHBORHOOD_PARK,MISC_PARK,4,4,8,14,Y,Y,N,,8481.175781,392.9139564
288,Kelly Pool,Kelly Pool,No,West Fairmount Park,Y,,J.B. Kelly Pool,1278,4200 LANSDOWNE DR,19131,,42nd & Parkside,1.32842071,NEIGHBORHOOD_PARK,POOL,7,5,4,16,Y,Y,N,,9166.417969,397.3785881
289,Howard McCall Sr Playground,McCall,Yes,Howard McCall Sr Playground,N,"Howard McCall, Sr. Playground",30th and Jefferson Playground,797,3007 JEFFERSON ST,19121,3001-15 JEFFERSON ST,3001-15 JEFFERSON ST,1.20243016,NEIGHBORHOOD_PARK,MISC_PARK,7,6,5,22,Y,Y,Y,,8297.152344,365.1342313
290,20th and Tioga Field,20th and Tioga,No,20th and Tioga Field,N,20th and Tioga (Kenderton Field),Kenderton,573,2001 W TIOGA ST,19140,2001 W TIOGA ST,,1.19523722,NEIGHBORHOOD_PARK,ATHLETIC_OTHER,6,4,8,39,Y,Y,N,,8254.367188,365.4393776
291,Nelson M Herron Playground and Recreation Center,Herron,No,Nelson M Herron Playground and Recreation Center,N,Nelson M. Herron Playground and Recreation Center,,2898,1322 S 02ND ST,19147,"1322 S 02ND ST, 213 REED ST","213 REED ST, American & Reed",1.11985807,NEIGHBORHOOD_PARK,RECREATION_SITE,10,7,1,3,Y,Y,Y,,7716.332031,353.9342642
292,Buist Park,Buist,No,Buist Park,N,,,8,2528 HOBSON ST,19142,2528 HOBSON ST,68th & Buist,1.10659534,NEIGHBORHOOD_PARK,SQUARE_PLAZA,9,8,2,12,Y,Y,N,,7622.261719,357.4238567
293,Black Coyle and McBride Playground,Black Coyle McBride,No,Black Coyle and McBride Playground,N,"Black, Coyle, and McBride Playground",Pop's Playground,1820,2137 E HAZZARD ST,19125,2150-72 E HUNTINGDON ST,2150-72 E HUNTINGDON ST,1.06784046,NEIGHBORHOOD_PARK,RECREATION_SITE,5,2,1,26,Y,Y,Y,,7369.371094,455.5904811
294,Russell DeRitis Playground,DeRitis,No,Russell DeRitis Playground,N,Russell DeRitis Playground,,198,5655 GRAYS AVE,19143,5655 GRAYS AVE,57th & Grays Ferry,1.03564125,NEIGHBORHOOD_PARK,MISC_PARK,9,8,2,12,Y,Y,Y,,7136.261719,415.2983605
295,Fairview Park,Fairview,No,Fairview Park,N,,,806,4418 MANAYUNK AVE,19128,4418 MANAYUNK AVE,,1.01087545,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,4,4,4,5,Y,Y,N,,6985.78125,335.0774261
296,Hawthorne Cultural Center,Hawthorne Cultural Center,No,Hawthorne Cultural Center,N,Hawthorne Cultural Center,,1869,1200 CARPENTER ST,19147,1200 CARPENTER ST,,1.02238715,NEIGHBORHOOD_PARK,RECREATION_SITE,10,7,2,3,Y,Y,Y,,7046.292969,441.9301741
297,Winston Park,Winston,Yes,Winston Park,N,Winston Park,,1133,185 E WILLOW GROVE AVE,19118,181-85 E WILLOW GROVE AVE;60 E WILLOW GROVE AVE,181-85 E WILLOW GROVE AVE;60 E WILLOW GROVE AVE,1.0151591,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,4,4,8,14,Y,Y,N,"Parceled portions assigned to DPP, but PPR is maintaining.",7024.085938,599.4284416
298,Konrad Square,Konrad,No,Konrad Square,N,,,783,2200 E DAUPHIN ST,19125,2200-26 E DAUPHIN ST,"2200-26 E DAUPHIN ST, Tulip & Dauphin",1.01608216,NEIGHBORHOOD_PARK,SQUARE_PLAZA,5,2,1,26,Y,Y,N,,7011.257813,334.1499918
299,Ridgway Park,Ridgway,No,Ridgway Park,N,Ridgway Park,Ridgway Pool,2882,1301 CARPENTER ST,19147,1301 CARPENTER ST,901-23 S Broad St,1.0155088,NEIGHBORHOOD_PARK,MISC_PARK,10,7,2,3,Y,Y,N,,6999.078125,364.565443
300,Lincoln Indoor Pool,Lincoln,No,Lincoln Indoor Pool,N,,Abraham Lincoln High School Indoor Pool,3471,7437 ROWLAND AVE,19136,3201 RYAN AVE,3201 RYAN AVE;7400 ROWLAND AVE,0.86936922,NEIGHBORHOOD_PARK,RECREATION_SITE,1,1,6,15,Y,Y,Y,PPR leases out the Indoor Pool only from School District began in 1977.,6010.035156,434.1794346
301,Woodward Pines,Woodward,Yes,Woodward Pines,N,,,2823,7922 LINCOLN DR,19118,"159 W SPRINGFIELD AVE, 7930-34 LINCOLN DR","159 W SPRINGFIELD AVE, 7930-34 LINCOLN DR",1.35453649,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,4,4,8,14,Y,Y,N,,9370.800781,755.4042859
302,33rd and Wallace Playground,33rd and Wallace,No,33rd and Wallace Playground,N,,Mantua Playground,1801,3302 WALLACE ST,19104,3300-26 WALLACE ST,"3300-26 WALLACE ST, Wallace & Mount Vernon",0.9468593,NEIGHBORHOOD_PARK,RECREATION_SITE,7,8,3,16,Y,Y,Y,,6530.875,363.812415
303,Ann P Nichols Park,Nichols,No,Ann P Nichols Park,N,Ann P. Nichols Park,,494,5430 RACE ST,19139,5430-46 RACE ST,"5430-46 RACE ST, Race & Conestoga",0.88560891,NEIGHBORHOOD_PARK,MISC_PARK,8,8,4,19,Y,Y,N,,6108.097656,328.530253
304,Weccacoe Square,Weccacoe,Yes,Weccacoe Square,N,Weccacoe Square,,1969,425 QUEEN ST,19147,405-25 QUEEN ST,405-25 QUEEN ST;4th & Catharine;412 CATHARINE ST,0.90374193,NEIGHBORHOOD_PARK,RECREATION_SITE,10,7,1,3,Y,Y,Y,,6228.515625,314.6610665
305,Frankford and Pennypack Park,Frankford and Pennypack,No,Frankford and Pennypack Park,N,,Frankford Neighborhood Park,390,4400 PENNYPACK ST,19136,4400 PENNYPACK ST,,0.91624904,NEIGHBORHOOD_PARK,BREEZEWAY_ISLAND,1,1,6,8,Y,Y,N,,6334.9375,322.4378975
306,Colonel Thomas J Powers Park,Powers,No,Colonel Thomas J Powers Park,N,Colonel Thomas J. Powers Park,,591,2987 ALMOND ST,19134,2987 ALMOND ST,Ann & Almond,0.89805067,NEIGHBORHOOD_PARK,SQUARE_PLAZA,5,2,1,24,Y,Y,N,ADDRESS_BRT comes from a bigger parcel,6197.382813,318.7845479
307,Gold Star Park,Gold Star,No,Gold Star Park,N,,,143,613 WHARTON ST,19147,613 WHARTON ST,Wharton & Marshall,0.88294593,NEIGHBORHOOD_PARK,MISC_PARK,9,7,1,3,Y,Y,N,Currently under construction 8/2020,6084.285156,315.6200698
308,Hawthorne Park,Hawthorne Park,No,Hawthorne Park,N,,,2884,750 S 12TH ST,19147,750 S 12TH ST,12th & Catharine,0.8745805,NEIGHBORHOOD_PARK,SQUARE_PLAZA,10,7,2,3,Y,Y,N,,6028.019531,307.7691972
309,East Passyunk Community Recreation Center,East Passyunk,No,East Passyunk Community Recreation Center,N,East Passyunk Community Recreation Center,Tolentine Community Center,1963,1027 MIFFLIN ST,19148,1025-33 MIFFLIN ST,"1025-33 MIFFLIN ST, 1025 MIFFLIN ST",0.8192712,NEIGHBORHOOD_PARK,RECREATION_SITE,9,7,1,3,Y,Y,Y,Site had some renovations in 9/2020,5644.421875,342.159281
310,Thomas P Stokley Recreation Center,Stokley,No,Thomas P Stokley Recreation Center,N,Thomas P. Stokley Recreation Center,,1959,3000 EDGEMONT ST,19134,3000 EDGEMONT ST,Edgemont & Indiana;3001 THOMPSON ST,0.84238361,NEIGHBORHOOD_PARK,RECREATION_SITE,5,2,1,24,Y,Y,Y,,5813.199219,302.2149088
311,Cedar Park,Cedar,No,Cedar Park,N,,,401,4917 BALTIMORE AVE,19143,4917-53 BALTIMORE AVE,"4917-53 BALTIMORE AVE, 50th & Baltimore",0.83899354,NEIGHBORHOOD_PARK,MISC_PARK,8,8,3,18,Y,Y,N,,5783.996094,377.9168071
312,Waterloo Playground,Waterloo,No,Waterloo Playground,N,Waterloo Playground,,2901,2501 WATERLOO ST,19133,2502-12 N HOWARD ST,"2502-12 N HOWARD ST, Waterloo & Cumberland",1.03774369,NEIGHBORHOOD_PARK,RECREATION_SITE,6,6,7,26,Y,Y,Y,Not completely parcelized,7162.660156,490.1330442
